numberCheckin,BusinessID
40,BOpzxHBVONZ414dHGvOLpg
16,nJNvvbLZ4aenArn1C5-3qA
4,3g1VhiYuDWqJOH3cp3ugIw
86,S8R5c7-plWe3NtmijYAJvg
20,FS6GzxtCTxYVHXfVRhhwVQ
14,RShrvt5oIS40FrcX6bCHSg
12,mUCnBxGcojdefdELxTcpRQ
6,KAiLJpcTFXmsCORyOesh5w
20,ejfy33R1avFm7oygL34uQg
87,MGYsSEF1HHCw6bUjskjJVw
16,nL9tCTn4Sswcwcdkol4URA
26,n9D2ymVVtYiFuVnvC9sl-w
5,a2m6DRhE_wXZwDx5yORTPg
68,tJplzQDIfCXFFO5wG50rpg
5,FmvqqBAU_IuMk5iGp4Y0JQ
149,qKBdXH1kZNU-c9BHQaTUag
6,DUZyazpBziX1v3qGZz6PrQ
159,cfy-C6XNFt-F-dCQfK7EDQ
495,IXssz6N-sgX-RrVjThcMaw
167,JbJDlfcnYiyZRXeHQcAVjg
5,E13puj01cJq7X5gNU7kVWQ
15,JQyPZXDqoABsotLk3ZD3Sg
77,AOk-iOQ0UtHio-EOiYnUPw
350,cN6aBxe2mQvrQlzk26LyRQ
27,wxIDf3JPqLg-5KP-viUFSA
5,BnaUTHD1ZmgIuYtzjDlXqA
63,P8pJ2tUS-KnO8H4sbaAxTw
745,dcd3C1gWv-vVdQ9XYV8Ubw
14,cY96WnOapNKQBt9ww-c1DA
19,hzHyNCc3WijMVOzPcCuRJg
13,S0wvx9r-Pt3hTXLynP7qzg
7,XD9Wem3sW05U_0sQIhETUw
63,_YswYrpv6YdO3R3CP8R8oQ
65,aozcOaCMwOHG8s-lbZ6_gA
71,mTjHcl-pkNO4iOKY8rVHPw
34,w8GkMhkffGBW1DBzihMLcA
24,A2FV9GfXrlMzMRi_Bg3URg
96,4bi6m2WWnSUnQzR4xLF5BQ
3,tLGZuCf_PPK-sGPS66_RZw
75,eK6KGMKqU_4nB9RdayZD7Q
99,jch1dxmn8_O_HdBEyw8wkg
55,N-18zbUr2ueTVyxuEIb6uA
46,3NsfdaGfkhQbRrjjoYhTew
6,5GQ6OxlVADv8VwvVLeE2xA
15,uvgI3CcxHnyGb_akVb8TCA
77,-WXH-j7_Ugm6phJDdY5bzw
65,yKMn9JUT53MAlsnrbuHAig
5,ZoKxIEQJn4FrRHXtnmMznA
33,EreqxAEKm62XtDMRYXglDw
63,WPSM_oTPceoSnwqQWfAsdg
63,nxXNJyYrUqPrSYn3gev2cg
19,z6V7Mb0fjHo_JT3l7dCKsA
280,3Q7vtF_cdHGyp2JOlKcu-Q
23,-nC13Bk7eJJN1likqJRY1w
63,GXFGmNCR4jgT8toUBQp2Hg
86,UI5ghIUeHYxzwSfaDVUXOA
53,SGwnJIFKGQcYzE2c3ebs8A
6,yOqbQmXXUYmgeBbimTbv2Q
1328,WNy1uzcmm_UHmTyR--o5IA
225,3dOUEmJjFfb8iW0H-kbEzQ
10,BsFP-DqQjt8AajSN4s7brg
13,ZAgPh4v-oOb1g6cdlkKI0g
32,4JzzbSbK9wmlOBJZWYfuCg
98,Udas3Rfvcb3sv7q8OeJ1Rw
25,koeabE4cC2YsJprWXUHdhA
10,bFvqYJhVQ3BQIMSVnQdVNA
171,ZhMlXLXuZf5z7lxunHk2ww
22,qofIz7YPyRqvs7YOjXjgvA
12,C3O6_W21J6aVXwzvDyDBeQ
6,oZnDl9u2CImtvvKrc3KmPw
66,P4ORLZJfbN9yExjg13gVMw
16,XWnPKyuXR3oibf-1EoSzkg
23,g0nkxJcUxyBc6_s3JKclRQ
25,loj-LzdcfSlCWUXRQEN7iA
8,_7Mpa61xZCAwagQxK7yyEA
5,TCCkKCGzOxYkJ2NYB7_QxQ
16,kn9KGYt5JeZuTc6RSi1w0g
36,wsSm8wDAuNHKGOJKmoqsGA
8,bdGLua8IsX1YxRLqtDLixA
3,tILg5upSAPLhGCkMeDO0iQ
50,8d1_pRICU16paEa94ey_1g
16,M1L8gJ_rcknK4CBeuSo9Jw
56,IdxOuGJ0mr-5vSSh6YX90g
94,edYwdgfH_eLodiiAr70EzA
4,VGKRrcQ4yPXz1j9QpNLp9A
56,6DOAe3gQQ0ibCc3XWqHDlw
10,rbCrkMS0bKqEOQg_fzpSVA
70,LEQUQuNEByxWNpv4eWYq1Q
8,JrQuZeFYMOyO7pgt2QsS0Q
16,GoS_IBdFdjZrQ7J2LSrCMA
44,azBHKHqif0NXO3xcALo5VQ
43,eltBRxiy9QlXA8QwgoyZgA
14,BLHR4o5R4uTuRV0uY-COjg
50,2iacT7J9o_UIIRNnF92WXQ
3,bFYSlmpgG2z7v0AvRbqmlA
6,wqGhQx6gVE5vKNMnm5WrcA
10,g9WCTu6f_e-YCgeqh0S-xA
40,0wK--zW6Bgqgvnob8Qc77g
4,4MEX8zVPiOAJ3PsKk9DojQ
5,7y0r0_YhtKlZLJSkLKcu2g
35,GavgziItjOIkqqf7zm5w3g
17,uZnVzqGyanhf1mSNRqrLXA
130,WjT_DJivd3I98FxDgEZpTQ
7,3XD7VYs5NDJeMKKKVlkEgQ
41,lUuJNwIaIz83awgyvI7oCQ
166,uFR7CpDJlW-gNdmk-zhIGw
26,O9n4xeNjugFIYZtvj7wlbw
108,x737irkRUs8ABGRc2ILLAA
9,hF6KrTKdQBk0wDIkZmhFkA
251,UCid2Tas6K4SB9sHO9gQ8w
29,i-_zPMYB-DrAuRNOwhYE5g
103,lDpZvI18smqlyBeC4YykFA
5,Qj2h9JA59E_J-ogfdjx7Lg
45,cIwMq5KNq0ASQzoTP1dE9Q
155,7RLjQ0Y8wRihcPHJP3BpkQ
330,ewZlgc22xN5NNQ1H7U6Y7g
17,Vu8od1U-h5qqwj3Jf_Hnzg
16,VaUPAYItVG2qf3YVx5yHxQ
8,fKXwK5K5iCAMPHgqVPDhiQ
333,UKgSs_SJzW9fu4CwhIV1yA
33,Pyu7o8W7I5l4h1-QhgGJBA
9,ntH7Mo1JZdkglMiQXZy3Bw
3,jCt_p9sLgNOMJy5_0uo1HQ
89,On_3zLdujQdvDbBYUirNWw
109,GV1P1x9eRb4iZHCxj5_IjA
81,XMsf2z-YwN6OLDXC08P0qA
3,PesjIUpxBigUMLHcj8CUNA
5,5zrVZnla81bH9eh76d5GVw
5,oyCqRo5-Huv6Rf3aO9vjlw
20,lfpqZBW3NCrx76RiFtGBRQ
84,kpzzEpXcHo9yzhUcz14chg
12,C0Oax-LBEFf0mmPSugymEQ
23,bsEJKduEgoBhNNNHO4ZHEw
84,FiiNtpF1GW0aSzW7Af0TdA
4,ld8EieGsC1ZUSHzKuVOqTA
69,J3INwTy4KZJ8aJwVoOqAJA
30,Egz__VbBv44tWPY95rPWEQ
152,c_Hgu6zirKI2l71TAhrTRQ
34,Em8zrIuxwBXnIZMDMreErQ
12,EHPIIcpJ--7PeCf3gqPW1A
12,Wg_mT_9_tLbsLfzTtnOBqA
41,1_hehqhtdcsYiBQ9rkwDzg
64,8r4SKAKp_ugLrmhrxDBBtg
117,XBm9ffI2pK-A_HcoHXAbcQ
4,4H3VSYGMSmHNKT65FJEfwA
119,Pl1qDTX90DSLHo-ZAlAh9w
17,7LbqRnM6DPbLuBV4DGi5iA
70,OedV_QX8aD7MeLqshhWkCQ
85,nJ-F0AAg7LDs_nAsgpeGcg
16,O-SE2b4SncLzk6jnPd8g6Q
11,bMqkyZZzfJ3CnmrgGBjJGg
457,lKQ5hnkSQ-XP80jNCH46nQ
1106,IVc23uY-36WUNYoIbz42Fg
18,y2lNrjv4lg5gvpYhtUmfpg
6,CC134QBR0XHU6r7XKMpC5g
17,MHPXDXVE_cUYodfPhkadeQ
44,VN5gJKlXIBQzx_M32F_lkA
8,MNVLkDb1cIXBlSgj6L9rbw
36,y9cQ0DBC0qFNgkpTXHzokA
13,RBiiGw8c7j-0a8nk35JO3w
19,W6CL0xexbcBP6KNPKMNrTw
46,h7GjXjxIhMVChtYeYvdX2Q
5,QqJMC9enrJ8UjlASZuV3rg
51,JN2qXIuDXnV2d8WnSqd28A
11,VPwDQ-gsWAg44afMdNWKaA
11,Goh1iRVtzLuYRVm8kpyyjA
102,cxNssAOXk9N6McTeD0LwiQ
77,9syGIeH7Xryqgp84ZnMjPA
5,pM96dn6jrJg2V7Aj0trPCg
11,EJ390XK1qtS6dbXadwdflQ
7,DiL46Xy45XVDSZF3-krjpA
29,KcJz_9ETyKgvVhw7GEgaAQ
10,3lkNO9_56k-VLZXyS8EDSg
713,OFBJtqWGSx6n6CchtVmoRw
36,3H0K9sqjyjx5TUremCh9sw
61,iins67bZVJeDrjiOTZh8DQ
3,zdU1-gcUSpQ0J_iRVVu_Yg
7,rfHQoulCmGmA9bMTA-ckQQ
52,rkGPf4cbyUJqHgKZPvaTnw
140,Shl6PtJERnowSJSC4IHbYQ
30,kjOx_XcgGG662y54qQAGOg
7,4tncsL-je3tcBhg-uppJVQ
55,sUwVz00qBevDgt2dhe_KXA
203,jfXqQTdxktGQWkELGn-7wA
7,g_M5FDRUNAMmE5ZHatm9wg
221,4EeLblEpJc2VeBowa94YPQ
62,ntJAKLAq0cXzzdFgPoo0Iw
326,VaS7LItYGX5Dr7rHe7aJiQ
26,Ud6MAIcHxyao99gnGWqtnA
70,09dr3kXV8Ff42Ur3mCh3LA
28,8nk--14Irg9PtpQLWg4peg
9,lmVcr5vBW8DJ7NT7xezynA
1258,2ceeU8e3nZjaPfGmLwh4kg
431,P5uC-zfGG6yqoQDUyqyAvg
40,8PYmv83XaJTioz5_A-SVxA
30,uMfcbz3rXRBH6UowDVuK7w
13,AnjC5W7LGM5tzGW0oVwDNg
46,2J1DtN7FjGICQcgRei3jKA
55,royG3-ZCroJsggnSknl19w
128,niPFXq4r2mc0zFlOpWV3Eg
97,nRO4tRwimU12hg7Cnz__iA
147,jf4RUa9EQO37hqxRCxbEXQ
9,XNRpzSdkA-9YITQZTlP6iQ
39,tm-lmBXzrBeKUDj_eQVZYQ
62,v11wtoKy5sKLAdi8355MKA
130,IxRxm34eehQ-Vx1qcsIAWg
18,P3XTxImHMkOCY9f7RDUvvQ
4,ZZP4c4epsE4j_SniQe6KnQ
12,iIoXkSIYVsj-bH-yWqWB1Q
52,sQnIwxSmu3toihB-BCYjqA
62,vRZhCuKs1TeyrNtDcFJrQA
20,aVpk6sNN96kOuXRP8gpgLQ
10,7pj0w2wN4LWhvTCPz78h1Q
22,PYfbYi0M_q8sTmVBaocyow
14,OT9Xul2E8cNBmKp2DXYqcA
110,0Gu2cpJ5x9ZZfDDHohBY_A
903,ilJiRYZgxjrEu2iexKu-pQ
1540,qiFTZ7aJz-FXt1wz8YigAA
91,CVk_Jk7vU9JlP-U_fArQqA
6,vxC3YTLOeGJwrnHcep63FQ
146,T1EfT96sCrn_UUWQMhzB5w
254,8lKiCgPn_eonn5CNsffabw
985,-EctXOb3B7T177jGYUhjVA
34,pOQpwDJMikAgrM8BW3iHnw
8,saDJPEJvnionK0PZwSF9FA
19,fwtnvLp2WknJXNwo2wYGNw
9,0VZ9kijz5gM38xP6UCZ9uw
238,1sNa5oW9ZYX8MbMFkx9LzQ
29,MoGt8mIg6yEdkPjHoTNb7g
35,-7smFzvh2E2fOOYs-0Dl8w
26,s02x9kPbZii-uw1x0Oyy6w
132,oJpmYvLibGrYPDvcaUeMOw
7,hBhIdGHnOrybzw-VuGuBig
69,lnX2gaGdO0fNtykyFrp1AA
43,3RrRw6ZCsLgHEdqJQj5wvg
4,QBWJWwL7YV-sw8geqJvU4A
10,Mi8P-T5iD-vOygGunrw-Dg
47,fkoiZ4YDyIe8Fdm4tNBNGg
22,K9lqz1JiwNE6cctR6qsJuA
22,es5oJtSvYWy9NxILlARMSg
63,ZPAqjcOKeloLA7-y5kFuDQ
11,k6i-IXcjyaUgYxhqR2VHkg
10,tZ9qG1Geg5miZnDAOD0YOQ
104,5WRpxAc9lvonVGfuX34hlw
21,VjzclBdSXmf6uNrD0DG2bg
78,TwMfahsPHFnkLiqqvyalAQ
61,40B5TbtZbiGV4blFR9S6Dw
81,urBWfXQjyyWIO5B7FvnOpg
106,2mcmuAvpNIJuV3gV0v9v2A
19,JgJ7-0V_tCPVcn97aSZVug
13,oJbTdA12FozyXISmBx7WAQ
95,e8Eke5v8pXw-PuRCu2uPjg
17,Tgk_OouuTX4UreQcHbem4A
5,n2GvkLwD8kjrovGYimpoBg
3,MG1IbQUurcXn8NQgXGM34Q
22,7lbvsGKzhjuX3oJtaXJvOg
65,D09yG6Z3gcsh24Qn7Y4gYA
16,KECPmpLZxwroxLeUy9TDoA
3,NLwoqRvU45qQqU_eNEEarw
29,qAORECtABjr_FsvSzy1apw
18,vdSqetuu1LehZiiBu8hSXg
70,9Woei-yx8GFIOeZ3eo_ElQ
30,5jpFRzXrx9FGH8qgQ0z9-A
5,ttSvZJIckQKN46sLeH_yRw
253,EcHuaHD9IcoPEWNsU8vDTw
123,r7Ge8_c5Y2TXthb4CSjzaA
8,5oKV9EqpfVTyPMK3_a1JQw
288,r8CwFUEQtL8gAT9KHnNhuw
27,jS6flcYZwd3xbEfNsM0B3w
27,-JpZiiGPKOuCEiODGNyovw
27,vjhOjeoKL_TGPXON6XDEsQ
114,41J1FgfIsmsLRCZ3QILG6w
53,13lNc7KSuVHBrUybTR23qw
5,s4k02jzQ6noN2slpaRXjAA
5,F0l8mp0U8BZDF2IBeWZduw
8,4KYZxeMyZ5YUp5GvmmCd-Q
14,zZFXEqWY_bE6s_f38RhNMw
3,xGiFwao6wwE_ZFYlZbhnqw
30,3I8kUGzDOIKz95llTBhIjA
6,eyjyLrHjTPGuynfv-glYcw
40,kLfJNtvpbomNTD8tqm7ukQ
4,QAUDLYNxhHGdUn5YP7au_w
7,sS0CSU89WwFtOiARbckgbQ
52,Us49chcQrPwU9Em67mQk1g
68,xz1fQwwVAhqA9MsmMaGyZA
436,nts2OALwvyvfNh9focRZ3w
3,wBM9MzNd6s-KDeRcRULJ5g
40,knLSows1coxal0jKtFGl8Q
6,hvnNXEPHglWqRjFRtTMi9w
19,EQmxZjaU3IoXjq23dx9hag
95,EWnSPExh_T5zTv6oMJOC5g
126,LS_HjBHHudcaTWbaV0TUCg
21,uL1faPt6dsuOxUUE0yXZeA
359,-AAig9FG0s8gYE4f8GfowQ
5,UAzZDOlg_Fp4-8YhHDpo2g
73,mNVi68A1thk2cYnW_c3e7w
98,WSHQ9qpL39g5xA3E5iBCmw
5,6SbjjsCkyYS78fvBXK2xGQ
18,IAaKCOkZ4FVfyct4x-tUsQ
11,swTlVUKw6EMCRguu821ROA
10,q7MXrL3K5COL51o_bxDLDQ
9,8KDB8MYNPlIj73jxrzVb-g
48,OXJZlVOYZwyrf5cHLmfStw
171,jVgtPnzXvZQOCCIUPEBktA
113,VS6eeO_IxSW0pQOWPtXSEg
277,UCEAhciqe8avW1N-bWJ32g
360,FkHhy6kWeoJf0xJTqzRWmg
23,BluXDgvhSEMmvyjTiegWoQ
16,RE8VQAjKtowpuE9GVB1YbA
23,LBskB7ACUPV8xxjBPKnxmA
25,Nqnsv188jpV-FdIVTuBjOQ
59,NvyoHhPm8wnkxIHaaJYHFw
29,aBjgE5pLhtz4RGGR-IWpGA
49,7XfT2w9Eb2Xbu-iP4xulPQ
156,JRwi26gv3IxoXoRY8gIQ4A
6,Yby3wsw1tf35pOiHzKYjEQ
5,9OtcE1XTl3xeB-icTU15FQ
7,ytKoF3d0XQGt5Va8ru0GMQ
238,nvaAUTTl7oqiJDhuimNG6A
6,IdeaZxHXTodHhNtdZk40QQ
5,Bv3g-9R5wUevZPP0jzihqg
260,2bdKR3l4o-S1CscLqqnvVw
96,1CU_ksC32Hz7QmioMH91nQ
10,BmHdO6R4AcacBPUhzGdTmw
293,fowXs9zAM0TQhSfSkPeVuw
83,rPp509oz4oFEdncoo7v_HA
16,ZzkAAfn6Y4HGd2eUi34EHQ
112,jjU7ed74pJ4053UYEsVLhA
24,sEKStydwjfbHXuWK1ciBaA
8,wifoRjVr__Fj56jfe1_RSw
342,zDfaNgSYLn-TwquB5A6AaA
11,x_2kKQYLSRsa2OgPmGgWCw
169,aBjWR-Mol58GMsRAdz2Tjw
72,L-GfuOmn9mv55571uXvf2A
98,wQXqj3GTHsF3AcWB3LTxMQ
18,9XXRokqQsjitcHuwKTA2WQ
28,Umg9N8SFHm_B53uetHH8JA
19,cq99ZjMyGw-WVje7aylu_Q
8,X4OTStP2p_XmGgBfqslplg
266,ycBa5cnSa6hgdB7rb9rdiw
160,V7Da92RVtaWGTL6GNkPT8A
39,MJTds5mMqXEzYFI1TDCA8Q
3,_pTP5e2WgF10i893mgHseg
17,G1LaLNJObuAwZGAcJ7OY0Q
12,UtW7T4VKA3E602Q0tNNycQ
19,MseESuncyg0jnbmFR3F43Q
25,lXhrVkDUsSHebKa2Aa0EYg
208,p8yg26BbovkfL2iw7Pcg0Q
45,lJcXm5UJ2yAGcX6hUN2kfg
24,SZvYxcvYYVRue9MXcEDjsA
70,ggKTLa0xVz-WGBGatscMBQ
962,7SO_rX1F6rQEl-5s3wZxgQ
97,lK35BgpjOMXwchPzqYWomg
52,d6CUe9LjkFFqYtt7WuW5Lg
21,bbiV-lPmRaK_gjzE77x_jA
115,a9Wk44qJLWoJQT-_H8MB-w
8,uYQo0oDXI5NEoMJNWXnx8Q
83,cAhn-O2kSI0BNPSCDKdNTQ
11,M1U2A-3vLFBFKfAWW8UGQA
305,JIV4LF8KE8pAUnU28QAhIw
164,Lvf3N3cfLAmOc5y8Eg8KDg
15,ORPFMdzXiIhxATWTJc2-4w
10,MeNGysjFqohQAnDRPNI90g
14,ha3m97grf27exFfyrBys2Q
76,WkuYEGPXwTqTGCqWtJU5tQ
8,IfMwqincIFlyj4L0qa5BRA
31,E6DnUFy3GoN4DxTqturtug
5,p9vPvx795VrVfwYv1IXicg
101,RQe1UP_PZ0vdmg9oCYFKqQ
8,-M1rR1Ip7NOlMn5EbUkuog
203,SgGINtDKQgoXoAnQgrDKDg
270,Urz4uQvrig_aQ3k1tWcIjQ
21,h341Q8AG2OytBgzN9hh1Mw
3,8Jj1kLJ4NKAamwE6xtQ7Fg
18,dQQ4wVKoGZGpqo_SAxz_NQ
25,nOZ0-lTokiAAYMwlZs-LFA
829,cjjZt2oOkk0F152RkQMfQw
14,zgVB7SLCetIbFl_saY747Q
117,QoFRAwMpoaMBlfg7ygh7rA
6,MXUlPo6h3gN1l6iRm1mVjg
250,drqCrnSqtGffJ1z60aWkxg
5,03m0CGFwEInR8ZBGrqmO7w
26,F8sD8-VRr5RLCuxOY7SVaA
720,MXOdsPTLQPsQK9hUq01DWg
917,iiK8n-m2mUzItIBxGGaVIQ
11,xgfjaN0Vt9cj2div4kIKUg
42,FxteKHchB9rFBHTZNTZH_A
32,_yUnSG3p6yn2L2KiEjr-XQ
31,h0ghmixJAASAiqknC0BGeQ
273,yYbd9P1KmlPSKmQxo68n_g
123,fESObRt-YtkgeNS_TUBhlw
100,tl5iayFkG9E26x2VP-z97g
75,kPh2gPvd8moVx6gNf2iHsA
43,yle6HnTE7Ah9Omglor22bA
36,4tEJBFFpMczW9cQpVN0c8g
46,uPRz5JI11QQpwgNnSZZzaQ
52,7Zo1DzdwZlGMxPu1AFMSsw
17,HNusESyB6lEgrf5IUwUr_g
9,6p8zF9y1r9je7zOHFcAKKA
63,-F9-dpfu6eVuS7HGs1ptsQ
6,I2tzm9Xex2Aa8wBuRsqskg
4,r9PbVY9UQqXhsh0FU496kQ
22,RQDmusEjuyuh_FFD6Bnh9Q
180,kk1eGb2tp9Y6KR_kjRYEUg
50,Xsgl3LPU8U2coaAYkEnjcw
103,022T8YSRmb3b1BfwzO3F7Q
119,m9Wqqma30o-hH2fAX7dnug
12,5WdUZlkiDYLgPL1OertCUw
5,V5w1ThWfQdolgzIL3rWPTg
15,DEj-fw0N2bHI0pOEUb8LQg
3,lGe-TqVudTQvDQ_pj0jmNw
66,sFUH90koLYk9j3cmleankw
7,FaiULYK26388GWz7v6tKpA
5,jKLR4wAywvVcGtQnCLzoRw
65,xiA7_Y02ygsd2TmhEJXsqQ
45,WmZ_ztzG_7YlksJ_1vzJ-g
22,VUkQrhwFxVnD1rIOmM37cQ
55,Tqs6ubpj7ulF66H-4AO_0A
8,AOcseVHEE1_m6kdc__b2MQ
113,dYZ9YiA1JYlFoul-yorXSQ
27,1rdEcwDIsb7j5RhqE2oZhQ
27,xAVAqgpZOYYvP4BtfUInsA
5,SC7y-w80q2-85iDDCFuQqA
72,WjOz_BVfAkunjIA2yTthyg
131,LYyGQgL60VKdV-p_9OxmWQ
3,L0fvwZqDrbDofHilBLeixg
176,DaTYEiYkO-ioG9ZyJrCxpQ
63,k8q3ypIoIzchdp3RoRUsJw
4,pQN15O70iUFhj6Ht9rPt0w
105,EfmR4e1tmjC5_ZQOgfnYrg
122,7U3DYmZLYN-pbQi1GIJXUA
90,SDetUVwhaCPGkQYqmUak6g
31,d2AeNB4xw67E1Bzpo1Pm7Q
130,aNlPj3bFJBK69J0OLksAGw
184,l-Xv5Kmg2gilJI3-DGVCqw
6,jwWyx8gEIhUNzBzyDzWjmQ
26,OwNUmQ554eMdF6J3uWqtiw
119,uL_kqSm8ZqJ_3U88uwA8tw
7,7Yr8FRINq9ZDdR30OLtEHg
6,kwo6AogUjIG1qk-doJdFeQ
93,hlekz2L2HV8cVSEkgMvuEA
4,8LNQ9R8sFlNpgIWMEYIvFA
54,aCwCa7QMycZInFChAGU9pQ
87,MqnlCLq3b34Lq1Y7j7NY_Q
32,91iKybk4E_LSl5vy0F6mkA
99,-GYx5GAx_-4XEsn7mFwdkA
24,1WZi3bBMy20SEd5lnlbG4A
370,45puCRQ6Vh_IIAy7kkfFDQ
3,v_fV3nYIZQRGBdRL9jXeAQ
27,gFDTSqVdeuAGA-mzWEP2rQ
65,l3yL2rQ6PoFBQ06RLczn9w
32,WQc22qucCCtOytbx5CHqbw
4,W8CHl0aVIgW0JPpKsfAbxQ
96,XkNQVTkCEzBrq7OlRHI11Q
65,ZhFOyMDn4JdXg11NMPkupA
62,7kAXbY8hjHhC-nZKR2Embg
5,D-4CJpsKDji6TYHq5A6UYA
8,l7gUqxGk1Zf41r8K6FVMnA
28,oATnqNmOwJheEspngG7eZw
12,rRe2eLIQ4MQ7d6vFL26Qdg
379,pa6K7DGByxBXxcVJ59nWMw
108,xrNL6b5x1W1begCWFDduIw
12,n_wZriiakBT7sVn87dpcEA
23,ulwQfFPpJhUSjyWCTv4pdg
423,zj2Olhf6zQGvm3DtCaEXew
71,jhI4kxnLhK3olQ5rfCyvPQ
3,SvOkHoPPPM7MVT4yAKuHqg
11,21yMkDG8nN2nANLVjIO4-w
41,Q-hSD_aOi3S5s2zWNvwD4w
8,HrTXmtWrsgmWnoqV5nbTGg
26,SSW1EqnX2VfRVGtPsd03Hg
163,BINYfrtGp3A4w0d5E7kbYw
6,aljaT41Exv3SBrQrODdiYw
119,jMqcipWlVtodzRFM3snKcg
17,YsB1NWGekh-4ETJW3vyyWw
7,sPGA1jGpPeeFRg8sPMacKA
3,GKzbmBwL2GsRlF7RMuhQdQ
61,hfKi84ErK10adnRAW5OiSw
93,9abVm7KMVTc0K6HB6nCUmA
15,x8MeQsAS0IHmnDK7L9FPBA
9,2VyJINnFzXVjWWRxn_FsRA
29,RIRgqPezzlRVV4Y2G5TgoQ
24,X0W2mqiFF0eCE6ynL2V3OA
26,C4_VnxikagdjSbNQiblzYw
903,L2J3JfjXZLnX1rLhWKthqA
28,nfeIPaPNPC3awILVzLMg6Q
8,JLHBdowaViDIvRKQD6iITQ
14,_ISHH8x8Qe6IoVTQWegbpQ
14,0rd-jRz43JDkx1ghoHnEXQ
3,Zpw07SfLkkzqKeRk07GWhw
45,vjHkbRBdUwG8aHDXllz37A
362,TLxHVdXCecn3rnvWP-amPg
4,VwONNCUI93Qb4SgxvuBd-g
67,Fa48nm4dZwGNrXo2XDoZgg
16,K9fIADfO_zKFPFm75A1Hxw
12,pYIVmAh3bfCNIlyt4Xvkjg
10,DnKFgFrKZYjDw8ex43isXg
41,QlEU-1VCqJbTzSf8mFAZUg
50,5yRChLjoF31e46CttFK9fQ
90,rbeBreN9KOWipTUQsmiQ9g
246,NYR02j-mRfBUYjqO59PuaA
8,29ub4twRqgmWb5iMosV4ig
66,GUxWblMRFzCgy2qDfj5yRg
24,bGlhPmU4aJssBOy7_RwD6Q
4,cDlnR62ds1dcVdbjN1bYiQ
339,Dsvx2LEC8jk9nuGsg1Kqhg
86,MpohnCC0uQNj7DZWaBFSgQ
20,vctk2EKW16-ZTMRX4tMJQQ
8,GVaaRfCXGBZeypTL8GNJlw
206,cXx-fHY11Se8rFHkkUeaUg
5,nmaMedXT31_2WpexjmY6mg
338,SYqTY48DJa1cYhglvmgvsQ
97,eO-o7FRjNEzcSEG8pakkzA
9,xNMCqgw6EZQrPJ1iAfgH2A
103,nNKUkjTaGWW3I3XkpHF5Hg
10,GJV0xTK_r791z1xfn1wNAA
15,jF7R5nxyGiwPM5Q7xLfD5g
15,MfqEPdcw0UYVdDoV3p77tQ
12,KDfmJTIG-z6W6cl4YC-WDA
12,WQJwpYwEFT_QTR-lFIh5mA
10,H6yfW3cQ--UOtCjjzTNekA
70,BoV9_xgEbINBpNAk55Gn0w
17,EXsr_jScDFKretj_Zjol0Q
8,tEvGNTPLV01OiUt_SKn2Ww
11,iTcjbM88nBKM-4blh5h5pA
149,corPOxxIBRJ7DSpryYvorw
6,xs6k2y6CFNk9BdtZz4DvUA
138,FRiT2RI6Y1nds1jjZqvnXQ
4,xzoNvhchK1rzEZGmwbSe3A
292,BD74uSwDe175zEqfppDRvg
35,WwTK9w1qu4h28a63gFz25A
38,9VqoZVN8iqf5UsMIwQkgDA
113,VZG8spL8Tqffg9KYbBrDvg
37,_hmeGfByQCV5-dKeC-8zpw
5,MWFKSDW4cLw2ORRjkKJTcA
6,6-5XFPr2mdzxrGJIrIhFAg
4,wtuHwDXg_wsJl1oQA0OIAQ
81,3msnZ6oe0sslHsE1js1QUA
9,P3ghyKxe861PXzZM7vJyjQ
146,PEHJjxdw11TGFma9Zhz3ng
19,rpsIhcTPlSZBSm5JfWmcFQ
471,BVQnDNDIyZJH9Ik8qogatg
45,4DhqZ0tyi2V2Mp8IqTREAA
212,q1nDSpmV-FdTBNj6UuZvTg
3,P1DyzJfy3RCOdT9s9zgNiA
7,CvldwdURDzZk-3cAlcW3uw
53,RFeDe3fNr14kvUKlVx6_4w
55,M9t5569pgvJYurC8hX0E1w
33,imvNxppzxkLUPH64pQsDQg
35,AYy4JyMedIRIzTYzq6Ks_w
8,9VNJm4tGjxy88iqH0pXJxQ
22,5nazrxmIAH7RMgURdrSCIg
13,flMu0Tz5RsaMzr6K8kg1EA
5,prL03sGeqBvnIPc7PKOd0Q
22,ePwLfpvB6QkBOtKIyPycPw
39,hDAIq50U0yPwwo9oLbec5Q
38,TBTaMIaeDw5B79hXDZBtrA
390,TuCAYZ89lP_s6D7Y78xNhQ
60,It8Q9-l1EEtTr9NPpTgGPA
49,98DT6eqywegPdiY8eOtt5Q
6,SsNGCAsXJpeUY3sS99XQpQ
26,3x3tJ8lGU1Y4wLqfHtqU1A
10,mkXlYHuNudcuey-SSh5Ulg
3,bNoNEiN9FROI-f9KQr25Lw
666,AhpzPZH3b0PGT9mVoLCQDg
94,FyyNwrfVbCG3BsYEM5csQA
5,dkhzyDpjffsVzg7EcgVuxQ
60,0kZ4aYmqf5fzTt9Yvz8Kvw
39,8qTheOxu3GFfJpuTE7WTBQ
76,MiajUnwoG7RGoaolO1rPaw
127,e3izESeW0BUx0s96FdSLag
23,zwHcKioS_8sp--GKsg0wrw
4,JJGBx48I4yudiEhw9fGbZw
8,KWo4geULVPzCirc0Scpcow
