checkin_info,business_id,type,
{"14-3":1;"15-2":1;"11-4":1},9T-wHfXMTJLyXsYxF3TbJw,checkin,
{"14-5":1;"22-6":1;"13-3":1;"12-3":1;"12-1":1;"11-5":1;"12-0":1;"12-6":2;"11-1":1;"15-5":1;"15-6":1;"15-2":1;"19-5":1;"20-6":1;"20-0":2;"20-2":1;"19-0":1;"18-1":1;"21-0":1;"18-3":1;"21-2":1;"19-4":1;"18-4":1;"21-4":1;"21-6":1;"17-2":1},QSCeI8HdUluG-YmbDWo-fw,checkin,
{"9-5":1;"14-5":2;"22-5":1;"10-5":1;"15-2":1;"15-3":1;"20-4":1;"19-5":1;"16-1":1;"20-6":1;"16-3":1;"10-6":1;"13-6":3;"13-3":1;"19-0":1;"12-2":1;"18-4":2;"17-4":1;"17-6":1;"17-5":4;"0-6":1;"17-2":1},tLVboBJy-Q0XW-Q6G_Yfmg,checkin,
{"10-0":1;"19-4":1;"18-6":1;"16-5":1;"13-6":2;"16-6":1},QoTOOE-gVN4ELZU373qZxQ,checkin,
{"13-2":2;"8-3":1;"13-0":1;"14-3":1;"13-6":2;"13-3":1;"13-4":1;"12-3":2;"12-2":5;"12-1":1;"11-5":2;"12-0":1;"11-3":3;"12-6":1;"11-2":2;"12-5":2;"12-4":1;"11-0":3;"9-5":1;"15-4":2;"20-4":2;"20-3":3;"20-6":1;"15-0":1;"20-5":1;"20-0":1;"16-4":4;"16-5":1;"20-2":1;"16-6":3;"18-1":2;"21-0":1;"18-3":5;"18-2":2;"18-5":5;"21-5":3;"18-4":3;"17-4":4;"17-3":2;"21-6":1;"17-6":2;"17-5":3;"17-0":1;"10-2":3;"10-5":1;"10-1":1;"19-5":1;"19-6":1;"10-6":2;"19-2":3;"19-1":2;"19-4":4;"19-3":2},oiLe3lqMFaZtsSpRuIUChw,checkin,
{"10-2":1;"8-3":1;"9-6":1;"8-2":1;"7-6":1;"13-5":1;"12-6":2;"12-5":1;"7-5":1;"17-0":1;"8-5":2;"9-2":1;"17-1":1},IYVGbbABepLZ8j1bvrycLQ,checkin,
{"15-6":1;"15-4":1;"11-3":2;"11-2":1;"14-0":1;"16-6":1},kIO1aDo0-80SW18CsdTJ9g,checkin,
{"14-4":1;"13-1":1;"13-2":1;"13-0":1;"14-6":5;"13-5":5;"13-6":1;"13-4":1;"12-3":2;"12-2":1;"11-6":2;"12-1":3;"11-4":4;"11-3":1;"12-6":2;"12-5":2;"12-4":1;"11-0":1;"15-5":1;"15-6":2;"15-4":3;"18-6":2;"16-0":3;"20-4":4;"20-3":1;"20-6":1;"16-3":1;"20-5":5;"16-4":1;"20-0":1;"16-5":5;"16-6":2;"20-2":2;"18-1":2;"18-0":3;"18-3":4;"18-2":4;"18-5":5;"21-4":3;"18-4":8;"17-4":1;"17-3":4;"17-6":5;"17-5":8;"17-0":3;"17-2":5;"22-5":2;"22-3":2;"23-4":2;"10-2":2;"10-3":2;"10-5":1;"10-1":2;"19-5":4;"19-6":1;"10-6":5;"19-0":1;"19-2":2;"19-1":3;"19-4":6;"19-3":4},ADJIoHN3uLx-JalYl3r3Dw,checkin,
{"8-4":1;"9-4":1;"13-1":1;"10-3":1;"14-2":1;"14-3":1;"8-0":1;"16-0":1;"13-5":1;"20-2":1;"19-0":1;"18-0":1;"18-3":1;"12-3":1;"19-4":1;"11-6":1;"12-1":1;"19-3":1;"17-4":2;"17-3":1;"17-6":1;"12-5":1;"9-2":1;"17-1":1},JksZiHb_Vj1tYRTpuTg-uQ,checkin,
{"13-1":1;"13-5":1;"13-6":1;"13-3":1;"12-3":1;"12-2":4;"11-6":1;"12-1":1;"12-0":2;"11-4":1;"12-6":3;"12-4":2;"11-0":1;"15-5":1;"19-6":4;"20-5":1;"16-3":1;"16-5":1;"18-3":1;"19-1":2;"18-2":1;"21-5":1;"18-4":1;"21-4":1;"17-3":1;"17-5":1;"17-1":1},4ic-c1LquBiT0IuvKXuEyw,checkin,
{"14-4":1;"13-1":2;"14-3":1;"14-6":3;"14-0":3;"13-5":1;"14-1":1;"13-6":1;"13-4":1;"12-1":2;"11-6":2;"11-5":1;"11-3":1;"12-6":2;"12-5":2;"12-4":1;"11-1":2;"10-2":1;"15-5":2;"15-6":2;"10-5":3;"10-0":1;"15-3":1;"15-4":1;"16-0":5;"19-5":1;"16-1":1;"16-2":1;"10-6":1;"16-4":2;"16-5":1;"16-6":2;"18-2":1;"19-1":1;"18-5":1;"19-4":1;"18-4":1;"17-6":1;"17-1":2},6w-hwYu8Km3tKp0RFTp0bQ,checkin,
{"14-5":1;"5-1":1;"23-4":1;"12-3":1;"11-6":1;"12-1":1;"11-5":2;"11-3":2;"12-6":1;"12-5":2;"11-2":1;"11-1":2;"10-1":2;"19-5":1;"20-4":1;"16-4":4;"20-0":1;"16-5":1;"16-6":2;"19-0":1;"18-3":3;"18-2":2;"19-4":1;"18-5":2;"6-5":1;"18-4":1;"17-4":2;"17-3":1;"17-6":1;"17-5":1;"17-2":3;"17-1":1;"7-1":1},sCv1wUWJhFmQEMw3A4lwXQ,checkin,
{"9-4":1;"8-3":1;"14-5":1;"8-2":1;"8-1":1;"11-3":1;"12-5":1;"15-0":1;"16-5":1},yVH2YCImnNebBwLQBRk9Mg,checkin,
{"9-4":1;"8-4":1;"10-4":1;"8-2":1;"15-3":1;"10-1":1;"13-3":1;"12-3":1;"11-2":2;"11-1":1;"11-0":2;"8-5":1;"8-6":1},2cMWbJvpxgmSAWoRQzcNIA,checkin,
{"14-5":2;"13-2":1;"14-3":2;"14-6":1;"14-0":2;"23-4":1;"13-4":1;"12-3":1;"11-6":1;"11-5":1;"12-6":1;"11-2":1;"12-4":1;"10-2":1;"10-3":1;"9-5":1;"15-6":1;"9-6":1;"15-4":1;"19-5":1;"20-5":1;"10-6":1;"16-5":2;"16-6":2;"6-1":1;"19-1":1;"19-4":1;"6-5":1;"21-4":1;"18-4":1;"19-3":2;"21-6":1;"17-3":1;"17-6":1;"7-5":1;"8-5":2;"17-0":1;"8-6":2;"17-1":1},l5oUrgQ190l8CcN8uzd_pA,checkin,
{"13-1":2;"13-2":3;"14-5":1;"14-2":1;"13-0":1;"14-0":1;"13-5":4;"13-6":1;"14-1":2;"13-3":2;"12-3":5;"12-2":6;"12-1":3;"11-6":2;"12-0":5;"11-5":2;"11-4":2;"11-3":1;"12-6":1;"11-2":2;"12-5":1;"11-1":4;"12-4":5;"11-0":2;"15-5":1;"15-6":1;"15-1":1;"15-3":2;"18-6":2;"16-0":2;"16-1":1;"16-2":3;"15-0":1;"16-5":2;"16-6":1;"20-1":1;"0-2":1;"18-1":2;"18-0":2;"18-3":4;"18-2":1;"0-0":1;"18-5":1;"21-4":2;"18-4":3;"17-4":3;"17-3":1;"17-6":2;"17-5":3;"17-0":5;"17-1":1;"10-3":2;"10-4":3;"10-5":1;"10-0":1;"10-1":1;"19-5":1;"19-6":1;"10-6":3;"6-2":1;"19-2":1;"6-4":1;"19-1":3;"19-4":2;"19-3":2},wxd-aYUwswZKjoIr8t-53w,checkin,
{"13-1":3;"13-2":1;"14-5":6;"14-2":1;"14-6":3;"14-0":1;"13-5":2;"13-6":5;"13-3":1;"13-4":1;"12-3":1;"12-2":1;"11-6":2;"12-1":1;"11-5":1;"12-0":1;"11-4":2;"11-3":1;"12-6":7;"11-2":1;"11-1":1;"12-4":3;"15-5":1;"15-2":1;"15-4":1;"20-4":1;"18-6":1;"16-0":3;"16-1":1;"20-5":1;"16-3":1;"15-0":2;"16-4":3;"16-5":14;"20-2":1;"16-6":1;"20-1":1;"1-4":1;"21-1":5;"18-1":2;"21-0":1;"18-0":6;"0-3":1;"21-3":1;"18-3":1;"21-2":1;"18-2":3;"18-5":6;"0-0":1;"21-4":1;"18-4":7;"17-4":6;"17-3":1;"17-6":4;"17-5":7;"17-0":3;"8-6":1;"17-2":5;"1-3":1;"17-1":3;"2-2":1;"22-3":1;"2-1":1;"10-2":1;"10-4":1;"10-1":1;"19-5":4;"19-6":5;"19-0":3;"19-2":3;"19-1":5;"19-4":2;"7-5":1},1-1VcGTL3GyCqUpXZLFTZA,checkin,
{"15-5":1;"14-4":1;"14-5":1;"14-2":1;"9-6":1;"15-2":1;"14-6":1;"10-1":1;"16-0":2;"16-1":2;"13-5":2;"14-1":1;"16-5":2;"12-0":1;"11-3":1;"17-3":1;"12-5":1;"12-4":1;"7-0":1},gf3hwItAL3ssLLa1rh8QIg,checkin,
{"10-5":1;"8-0":1;"12-4":1},SVCBDVHmo66-BZ5ti-laKQ,checkin,
{"13-1":2;"8-3":1;"13-0":1;"14-3":1;"13-3":2;"12-3":6;"12-1":3;"11-4":4;"11-3":5;"11-2":3;"11-1":5;"12-4":3;"11-0":1;"9-2":1;"9-4":1;"10-3":3;"10-4":1;"15-4":1;"19-5":1;"15-0":1;"19-2":6;"18-2":1;"18-4":2;"7-4":1;"17-6":1;"7-1":1},7i8eNw1-tdgVcfAiNib6wg,checkin,
{"8-4":9;"8-3":8;"8-2":5;"8-1":7;"8-0":4;"21-1":1;"21-0":1;"21-2":1;"21-5":4;"21-4":2;"8-5":4;"8-6":1;"10-4":4;"10-5":4;"10-0":2;"10-1":2;"10-6":10;"13-2":5;"14-5":3;"14-2":3;"13-0":3;"14-3":1;"14-6":3;"13-5":3;"14-0":4;"13-6":4;"14-1":3;"13-3":3;"13-4":1;"12-3":2;"12-2":1;"11-6":5;"12-1":3;"11-5":3;"12-0":1;"11-4":5;"11-3":1;"12-6":6;"12-5":3;"11-1":1;"12-4":4;"11-0":1;"9-3":1;"9-2":1;"9-1":1;"9-0":2;"15-5":1;"9-4":1;"15-6":3;"9-5":6;"9-6":4;"15-3":1;"15-4":1;"18-6":4;"16-0":1;"20-4":4;"16-2":1;"16-3":2;"20-5":3;"16-4":3;"20-0":1;"16-5":5;"16-6":2;"20-1":1;"18-0":2;"18-2":1;"18-5":4;"18-4":4;"17-4":4;"17-3":2;"17-6":3;"17-5":5;"17-0":3;"17-2":3;"17-1":3;"5-4":1;"22-5":1;"5-0":6;"5-1":4;"5-2":6;"5-3":4;"19-5":3;"19-6":1;"6-0":8;"6-1":11;"19-0":3;"6-2":14;"6-3":10;"19-2":1;"6-4":9;"19-1":1;"19-4":2;"19-3":2;"7-2":12;"7-3":20;"7-4":11;"7-5":2;"7-0":13;"7-1":13},sF3k_ZSndah1OwduVlb8_w,checkin,
{"21-1":10;"21-0":11;"21-3":8;"21-2":2;"21-5":18;"21-4":12;"21-6":4;"8-5":7;"0-6":2;"8-6":1;"0-5":1;"10-2":3;"10-3":4;"10-4":1;"10-5":33;"10-0":5;"10-1":1;"10-6":25;"13-1":4;"14-4":10;"13-2":5;"14-5":24;"14-2":6;"14-3":1;"13-0":12;"14-6":17;"14-0":5;"13-5":22;"14-1":4;"13-6":28;"13-3":7;"13-4":17;"12-3":10;"12-2":10;"12-1":6;"11-6":27;"12-0":11;"11-5":34;"11-4":13;"11-3":9;"12-6":24;"11-2":5;"12-5":33;"11-1":9;"12-4":17;"11-0":4;"15-5":30;"15-6":18;"9-5":6;"9-6":12;"15-1":10;"15-2":7;"15-3":10;"15-4":19;"16-0":12;"18-6":18;"20-4":28;"16-1":13;"20-3":13;"16-2":8;"20-6":14;"15-0":9;"16-3":10;"20-5":21;"16-4":29;"20-0":30;"16-5":39;"16-6":23;"20-2":13;"20-1":23;"18-1":18;"18-0":15;"18-3":19;"18-2":15;"18-5":26;"18-4":23;"17-4":25;"17-3":14;"17-6":15;"17-5":17;"17-0":7;"17-2":16;"17-1":11;"23-2":1;"23-3":1;"22-5":9;"7-6":1;"22-0":4;"22-3":3;"22-4":5;"22-1":15;"23-4":2;"22-2":3;"23-5":5;"19-5":16;"19-6":13;"19-0":26;"19-2":12;"19-1":33;"19-4":22;"19-3":18},3n9mSKySEv3G03YjcU-YOQ,checkin,
{"14-4":1;"14-5":1;"13-0":2;"14-6":3;"13-5":1;"13-6":1;"13-3":1;"12-3":2;"12-6":2;"11-2":1;"11-1":1;"11-0":5;"15-6":5;"9-6":1;"15-2":1;"15-3":1;"15-4":1;"16-0":2;"20-4":11;"18-6":10;"20-3":11;"16-1":8;"16-2":7;"20-6":7;"20-5":8;"15-0":3;"16-3":3;"16-4":8;"20-0":11;"16-5":4;"16-6":11;"20-2":6;"20-1":2;"0-1":1;"21-1":2;"18-1":4;"21-0":3;"18-0":10;"1-6":1;"21-3":6;"18-3":6;"21-2":3;"18-2":9;"21-5":5;"18-5":15;"21-4":6;"18-4":15;"17-4":17;"21-6":8;"17-3":12;"17-6":8;"17-5":7;"17-0":9;"0-6":1;"17-2":17;"17-1":8;"23-2":2;"23-3":1;"23-0":2;"22-5":1;"22-6":2;"22-0":1;"23-6":1;"22-3":1;"22-4":3;"22-1":1;"23-5":1;"22-2":2;"10-3":1;"10-0":1;"19-5":13;"19-6":2;"10-6":2;"19-0":5;"19-2":3;"19-1":7;"19-4":13;"19-3":4},r9sGMJ084n4IS9eGmlCKjg,checkin,
{"14-4":1;"13-2":1;"14-5":2;"14-6":2;"13-5":1;"13-6":3;"12-3":2;"11-6":1;"11-5":1;"12-6":1;"12-4":1;"11-0":1;"15-5":1;"15-6":1;"15-4":1;"19-5":2;"16-2":1;"15-0":1;"16-3":1;"16-4":1;"16-6":1;"18-5":1;"17-6":1;"17-5":1;"17-1":1},woihBX8gAaEDL4nWtao9dg,checkin,
{"14-5":2;"10-4":1;"9-6":2;"7-6":2;"18-6":1;"19-6":1;"16-2":1;"10-6":13;"16-4":1;"13-5":2;"16-5":2;"16-6":6;"19-1":1;"11-6":3;"18-4":2;"12-6":2;"17-6":14;"8-6":3;"9-1":1;"17-1":1},UVehGYYtA4i5xmFwpIUhLQ,checkin,
{"14-4":2;"13-1":3;"14-5":5;"13-2":2;"14-2":3;"8-1":3;"13-0":5;"14-3":3;"14-6":7;"13-5":12;"13-6":6;"14-1":3;"13-3":4;"13-4":3;"12-3":3;"12-2":3;"12-1":3;"11-6":3;"11-5":8;"12-0":4;"11-4":2;"11-3":1;"12-6":9;"12-5":8;"11-2":4;"12-4":2;"11-1":1;"9-3":1;"11-0":1;"9-2":3;"9-1":1;"9-0":2;"9-4":2;"15-5":7;"9-5":3;"15-6":4;"9-6":3;"15-1":3;"15-2":1;"15-4":1;"16-0":6;"20-4":2;"18-6":2;"16-1":5;"16-2":1;"16-3":3;"20-5":3;"15-0":3;"16-4":2;"16-5":7;"16-6":5;"20-2":2;"20-1":1;"18-1":2;"21-1":1;"18-0":2;"18-3":1;"18-2":1;"18-5":1;"18-4":8;"17-4":1;"21-6":1;"17-3":1;"17-6":4;"17-5":2;"8-5":1;"8-6":1;"17-1":1;"22-3":1;"10-2":3;"10-4":5;"10-5":4;"10-1":2;"19-5":3;"19-6":4;"10-6":3;"19-0":3;"19-1":2;"19-4":1;"19-3":4},L9N4loWpY2bmQumLUv8r3A,checkin,
{"14-5":1;"14-2":1;"19-1":1;"15-2":1;"18-6":1;"12-6":1;"16-2":1;"13-4":1},YcNoZBYL7rKYMiyoLGiG2A,checkin,
{"15-6":1;"14-5":1;"22-5":1;"10-1":1;"16-1":1;"10-6":2;"16-5":2;"20-1":1;"18-3":1;"12-3":1;"11-6":1;"12-6":1;"8-6":1;"9-0":1},qdA4qiSXjaiuqO4SueH9VA,checkin,
{"14-4":4;"13-1":1;"8-3":1;"14-5":2;"14-3":2;"13-0":3;"14-6":2;"13-5":8;"13-6":4;"14-1":3;"13-3":1;"13-4":3;"12-3":3;"12-2":5;"11-6":3;"12-1":1;"12-0":5;"11-5":3;"11-4":3;"12-6":12;"11-3":4;"12-5":4;"11-2":4;"12-4":5;"11-1":6;"11-0":6;"15-5":3;"15-6":4;"15-1":1;"15-3":1;"15-4":3;"16-0":1;"18-6":5;"20-4":2;"20-3":4;"16-2":5;"20-6":4;"16-3":3;"15-0":1;"20-0":2;"16-4":1;"16-5":3;"16-6":2;"20-2":7;"20-1":3;"21-1":1;"18-1":4;"21-0":2;"18-0":1;"18-3":1;"21-3":1;"18-2":3;"21-2":7;"21-5":1;"18-5":5;"18-4":5;"21-4":3;"17-4":6;"17-3":3;"21-6":3;"17-6":5;"17-0":2;"0-5":1;"17-2":3;"17-1":4;"23-4":1;"10-2":2;"10-3":1;"10-4":2;"10-5":2;"10-0":2;"10-1":1;"19-5":4;"19-6":4;"10-6":3;"19-0":2;"19-2":2;"19-1":4;"19-4":8;"19-3":7;"7-5":2;"7-0":1},7aS0iFpab3XHFQrRGMOKXw,checkin,
{"14-5":3;"14-2":1;"7-6":1;"13-6":1;"12-2":1;"11-6":1;"11-5":1;"12-5":2;"9-3":1;"11-0":1;"9-6":1;"10-4":1;"15-3":2;"15-4":1;"18-6":1;"20-5":1;"20-0":1;"10-6":1;"20-2":1;"16-6":2;"20-1":1;"21-3":1;"7-2":1;"8-5":1;"8-6":2;"17-1":1},lHA9NQrvolZ1lKuBwPNKTg,checkin,
{"13-1":2;"14-4":2;"15-1":2;"15-2":1;"14-6":2;"15-4":1;"13-5":3;"14-1":3;"20-2":1;"18-1":1;"12-0":1;"17-3":1;"17-5":1},HXM83dx5x9JB-TGhJBg9LA,checkin,
{"14-4":1;"13-1":1;"14-3":1;"13-0":1;"14-6":1;"7-6":1;"14-0":1;"13-3":1;"13-4":1;"12-3":4;"12-1":2;"12-0":1;"12-6":1;"11-2":1;"12-4":4;"15-5":1;"15-6":1;"16-0":4;"20-4":2;"18-6":1;"19-5":2;"19-6":1;"16-2":1;"20-0":1;"16-5":1;"18-0":3;"18-2":2;"19-4":2;"17-4":1;"17-5":1;"17-0":3;"17-2":1;"17-1":2},iUwJItkdtX2BSW8Gm06oTQ,checkin,
{"5-4":4;"8-2":2;"8-1":2;"8-0":1;"5-0":2;"5-2":1;"7-6":1;"4-2":1;"13-6":1;"23-4":1;"11-6":2;"11-0":1;"9-2":1;"9-0":1;"10-2":1;"9-4":1;"10-3":1;"15-6":1;"9-5":4;"9-6":2;"10-5":1;"10-0":2;"15-3":2;"15-4":1;"16-0":1;"16-1":2;"16-2":4;"20-6":1;"16-3":3;"20-1":1;"1-5":1;"18-1":1;"18-0":3;"18-3":3;"19-2":2;"19-1":1;"18-2":2;"6-4":1;"17-4":1;"17-3":2;"7-4":1;"8-5":2;"17-0":8;"8-6":1;"17-2":8;"17-1":7},fDST54IsKOGBVtaVN4V8ag,checkin,
{"14-5":1;"23-5":1;"13-4":1;"12-1":1;"12-0":1;"11-2":1;"12-5":1;"12-4":1;"11-0":1;"10-3":1;"19-5":1;"16-5":2;"19-0":1;"18-0":1;"19-2":1;"18-3":1;"19-1":1;"19-4":2;"19-3":1;"17-4":1;"17-3":1;"21-6":2;"17-0":3;"17-2":1;"17-1":2},7iFL3b8m4PT0kxosv-SB_A,checkin,
{"14-4":1;"13-1":2;"14-5":4;"14-2":1;"14-0":1;"13-5":1;"14-1":1;"13-6":1;"13-3":1;"12-2":2;"12-1":2;"11-5":1;"12-6":2;"12-5":2;"12-4":1;"11-0":2;"15-6":2;"15-2":1;"16-0":1;"19-6":2;"20-6":1;"10-6":1;"20-2":1;"16-6":1;"20-1":2;"19-0":1;"18-1":1;"19-2":1;"19-1":1;"18-2":2;"18-4":1;"19-3":2;"17-4":1;"17-3":1},vxPPpj5jJKO8DtapF5S-NQ,checkin,
{"18-3":1;"12-0":3;"21-4":1;"11-0":1;"13-6":1;"20-2":1},C1Ke_yh42mOFNac59UGYOg,checkin,
{"9-4":1;"14-5":1;"10-4":1;"10-0":1;"20-4":1;"16-3":1;"13-5":1;"13-4":1;"1-5":1;"0-0":1;"17-3":1;"17-6":1;"12-5":1},_DfLxjCmnEYrdV6srvzybg,checkin,
{"11-5":1;"21-4":1;"16-4":1;"16-5":1},wRYdSL-AI47fPW78Bh4Hww,checkin,
{"12-3":1;"19-4":1;"17-4":1;"19-5":1;"19-6":1;"11-2":1;"17-5":1},I4vC08JXAFjXszUZAszh2Q,checkin,
{"14-5":2;"15-3":1;"20-3":1;"12-5":1;"13-4":1},_0DvMQAs9KvA58Pf3Z4ltg,checkin,
{"14-4":1;"13-1":1;"14-5":2;"15-4":1;"11-3":1;"16-5":1},aiJP_aBRqS8e8ixdacvvJQ,checkin,
{"13-2":1;"14-1":1;"13-6":5;"13-4":2;"12-1":1;"11-6":2;"12-0":2;"11-5":2;"12-6":2;"12-5":2;"11-2":1;"12-4":1;"11-1":1;"9-4":1;"15-5":2;"15-1":1;"16-0":3;"20-4":14;"18-6":1;"20-3":8;"16-1":3;"16-2":1;"20-6":1;"20-5":3;"15-0":1;"20-0":7;"16-5":5;"20-2":2;"20-1":2;"1-5":1;"0-2":1;"21-1":4;"18-1":3;"0-4":1;"21-0":8;"1-6":2;"18-0":8;"0-3":3;"21-3":1;"18-3":1;"21-2":4;"18-2":2;"21-5":7;"18-5":6;"0-0":2;"21-4":20;"18-4":8;"17-4":8;"17-3":1;"21-6":3;"17-6":1;"1-1":1;"17-0":1;"0-6":5;"0-5":6;"17-2":1;"17-1":1;"1-2":1;"3-1":1;"23-2":3;"23-3":1;"22-5":5;"2-4":1;"23-0":1;"23-1":2;"2-3":1;"22-0":1;"3-6":1;"22-3":4;"22-4":10;"23-4":2;"22-1":2;"23-5":11;"22-2":1;"10-2":1;"19-5":3;"19-6":2;"19-0":5;"19-2":7;"19-1":3;"19-4":12;"19-3":9},yGmdo1ENajB98iryHGoWFw,checkin,
{"14-5":3;"13-0":1;"14-6":1;"12-3":1;"12-2":2;"11-6":2;"12-1":3;"11-5":2;"12-0":1;"11-4":1;"11-3":1;"12-6":6;"11-2":1;"11-1":1;"12-4":1;"11-0":3;"15-5":1;"15-3":2;"15-4":1;"18-6":1;"20-4":2;"20-3":2;"20-6":2;"16-2":1;"15-0":3;"20-5":1;"16-3":2;"16-4":2;"20-0":1;"16-5":2;"16-6":2;"20-2":1;"18-1":1;"21-1":2;"18-0":2;"21-3":2;"18-3":2;"18-2":2;"18-5":5;"21-4":1;"18-4":5;"17-4":3;"17-3":12;"17-5":8;"17-0":3;"17-2":4;"17-1":6;"22-5":2;"23-1":1;"22-4":1;"10-3":1;"10-5":1;"10-1":1;"19-5":3;"10-6":1;"19-0":1;"19-2":3;"19-1":2;"19-4":2;"19-3":6;"7-5":1},supigcPNO9IKo6olaTNV-g,checkin,
{"14-4":3;"13-1":9;"13-2":5;"14-5":1;"14-2":1;"13-0":4;"14-3":4;"14-6":2;"13-5":2;"14-0":2;"13-6":5;"14-1":1;"13-3":6;"13-4":2;"12-3":11;"12-2":7;"12-1":7;"11-6":3;"12-0":10;"11-5":4;"11-4":6;"11-3":4;"12-6":3;"11-2":5;"12-5":6;"11-1":3;"12-4":7;"11-0":3;"15-5":3;"15-6":2;"15-2":1;"18-6":3;"16-0":3;"16-1":2;"20-3":3;"16-2":2;"16-3":2;"15-0":1;"20-0":9;"16-4":1;"16-5":5;"16-6":4;"20-2":4;"1-4":1;"21-1":1;"18-1":6;"21-0":2;"18-0":11;"21-3":6;"18-3":7;"18-2":2;"21-5":4;"18-5":3;"21-4":2;"18-4":4;"17-4":2;"17-3":3;"21-6":1;"17-6":10;"17-5":4;"17-0":3;"17-2":4;"17-1":3;"22-1":1;"10-2":2;"10-3":6;"10-0":1;"19-5":2;"19-6":4;"10-6":1;"19-0":4;"6-3":1;"19-2":3;"19-1":3;"19-4":5;"19-3":7},Zw4CvOwXJj1QA85SvB99Hw,checkin,
{"15-5":2;"14-5":1;"10-3":1;"15-6":1;"10-4":1;"14-3":1;"10-5":2;"14-6":1;"16-0":1;"16-3":1;"13-5":2;"13-6":1;"16-6":1;"13-4":1;"19-2":1;"19-4":2;"11-5":1;"17-4":3;"12-5":1;"17-6":1;"11-1":1},OMXAkiWyKz0AM6PwwuP38Q,checkin,
{"19-5":1;"18-6":1;"20-4":3;"19-6":1;"16-6":1;"19-0":2;"18-1":1;"18-3":1;"18-2":1;"12-1":1;"18-4":2;"21-4":1;"12-6":1;"17-6":1;"17-5":1},7x-e_cU8XX01gftJ8-s5Gw,checkin,
{"14-4":2;"14-5":1;"13-0":1;"14-6":1;"14-0":1;"13-5":2;"13-6":3;"13-3":1;"11-6":1;"12-1":1;"11-5":2;"11-4":1;"12-6":1;"12-5":1;"12-4":1;"10-2":2;"15-6":1;"10-4":1;"15-3":1;"16-1":1;"16-3":3;"20-5":1;"10-6":1;"16-4":1;"16-5":1;"18-1":1;"19-2":1;"18-3":3;"19-3":1;"18-4":1;"17-4":1;"17-3":2;"17-5":1;"17-0":1},31bXixwy2GNmRlhpl21reA,checkin,
{"9-6":1;"10-5":1;"15-4":1;"19-5":1;"20-5":1;"20-0":1;"18-1":1;"19-2":1;"0-0":1;"21-4":1;"11-4":1;"21-6":1;"17-6":1;"12-5":1;"8-5":1},x_9nxwoGl7NBSzpBsD4iVA,checkin,
{"15-5":2;"10-3":1;"14-5":2;"15-6":1;"9-6":1;"10-5":2;"15-4":2;"16-1":1;"18-3":1;"19-4":2;"11-6":2;"19-3":1;"18-4":1;"7-2":1;"17-4":1;"12-6":1;"11-2":1;"17-5":2;"17-0":1},hlwaq_gf5Ep7p3-MTnkbpQ,checkin,
{"15-5":3;"14-5":1;"20-5":1;"16-5":2;"0-1":1;"18-1":1;"19-2":2;"18-2":3;"11-6":1;"18-5":4;"21-5":2;"17-4":1;"17-5":2},JMjjXpNR4EAooX6jtwNEaw,checkin,
{"9-5":1;"14-3":1;"6-4":1;"10-0":1;"7-6":2;"8-6":1},b6LZ_ZWMbM7J9foWyxo3aA,checkin,
{"8-4":1;"14-4":1;"13-1":1;"8-2":2;"22-5":1;"13-0":2;"14-0":2;"13-5":3;"3-5":1;"22-4":1;"13-6":5;"13-3":1;"13-4":2;"12-3":1;"12-2":2;"11-6":2;"11-5":2;"12-6":4;"12-4":5;"11-0":1;"15-5":2;"10-5":1;"15-2":1;"10-1":4;"15-4":1;"16-3":2;"15-0":1;"0-4":1;"19-2":1;"17-4":1;"17-6":1;"8-6":1;"1-3":1},WrMPN5glZGrbI3rvVtxJFw,checkin,
{"14-4":1;"13-1":3;"8-2":1;"14-6":1;"14-0":1;"14-1":1;"13-3":1;"13-4":2;"12-3":1;"12-2":1;"12-1":4;"11-6":2;"12-0":4;"11-5":1;"11-4":2;"11-2":4;"11-1":1;"11-0":3;"9-0":1;"10-2":1;"15-5":1;"10-3":1;"9-5":1;"10-4":2;"10-5":2;"15-1":1;"10-1":2;"15-4":1;"19-5":1;"20-3":1;"15-0":2;"10-6":1;"18-1":2;"18-0":2;"19-1":1;"19-4":1;"17-3":1;"8-6":1;"7-0":1;"17-1":2},TGvd6vB2nRsWIrWr7Qca3g,checkin,
{"13-1":1;"14-4":1;"10-4":1;"14-2":1;"14-3":1;"8-1":1;"15-3":2;"10-0":1;"15-4":1;"16-3":1;"13-4":2;"11-5":1;"12-5":1;"12-4":1},L4qaRHqoy8tzY9Z-v17rxg,checkin,
{"14-5":2;"18-5":1;"15-3":1;"19-4":1;"18-4":1;"11-4":1;"17-3":1;"16-3":2},2Uv73BJCv6l8UD_3O2gOZg,checkin,
{"14-4":1;"13-6":1;"12-2":1;"11-5":1;"11-4":5;"12-6":3;"12-4":3;"20-4":3;"19-5":6;"18-6":5;"19-6":4;"16-1":1;"20-3":2;"20-5":2;"16-4":2;"16-6":1;"20-2":2;"20-1":1;"19-0":4;"18-1":5;"18-0":2;"18-3":2;"19-1":2;"19-4":4;"18-5":4;"18-4":4;"19-3":2;"17-4":5;"17-6":7;"17-5":3;"17-0":8;"17-1":2},dp0unqYxrYzvfaMVVmk6mw,checkin,
