numberCheckin,BusinessID
112,soH8ekCER45AjfMaM6cJ2A
9,CZofi8w4uAmfbXpmWfK5Qg
22,2Tb0OVDJKQLGl5jHQs7j-A
147,RfJcKElXpXUQ9zJePuPhQw
130,tVS-UesWidRGd_CW1b6G_g
14,DRC8d7Qsbg7UI675ooXUGw
22,LNdwp-9Isnd6xmBKUz4K_A
7,lx__YjGOYxuIeK2VsTUfEg
13,Fh-seoGscrAZQv-e7gmsGg
24,bCl7ADl_WmWSbmUf8__reA
8,hwDtxNFuSiOOsMp6Z08qiA
11,_o5LfJnrz3E7ketkzbPLcg
24,vNPASoT_H9ltCGiqhtzdDg
87,2D7amHyeakOVlsSywblMkw
102,86AZbqcHrIGOCh1MG0cMAg
69,4X_XAOeMw7AFkYhg3NINJA
283,AC1xogsITgaae5ic8B9Ryw
63,npCJORbqu9MUVCb1zzeeqA
78,E1O-aQeH6taHMAOjqoC_FQ
347,P5S53mTS907bkym4kd7qFQ
73,FPYrUmhC-KDPQNPFr4yLpA
5,IwHGaAxRxULh7onSBMwY6w
8,3L7p-DStdY7oqTy21-lekg
5,bCkHAoryCDSDFbOeihkgUQ
5,J5zOI9JM0A-iYo5U1TOvdA
3,rkzTvFSQoylgVc2oYohuDg
7,VEjZUzGe813qQ4cIddwQBA
38,B4Lp0ssysY5ulJjwgP3EFg
165,zPHXmaVhEr4FzfB8r-EcjQ
77,JcFL-gXzP7kDsCzCg_4JLA
37,7xnzVnCLsbBwfoRemL4NMQ
98,_7OvxfAje3XDZuSzguF6iA
21,5OQU8r5sWiwtBHqOIEqUdA
20,pRyooCFH6aM2rQ1Y8VEZyA
132,U7ikf8xRzJ6Fnq_yrfiMGg
4,R0GST2A7UI6FQFWltItdOw
76,5kA00AnMdSjiwjowEIR9Qw
84,JyqLejwP2CJ4KqdG9fOxDg
5,El7NznSEjD0NMMIBgzC3Bw
146,or2eZZN0KbZNGzHUJwcQYw
5,_SZA99JumR-IBmdnkjQxJg
77,77BTvEd_YG_2JUSWeDmGwQ
3,6wKacaFIYcgsaYAZXd4Dkw
80,w3auuIZmKCdk2UvQbonyMQ
8,EHGuZw0qptzw2M1LF-3sXA
3,D-S5owhWXACD_9S9rRDxWg
4,gEgL6yu4APc2jE5XYSuQ0A
22,LA-t4rk16cXk-tzrgkT-rw
8,GSxkH_GCTuySl3KHSdroQw
19,ELmeO2guUY0NV99puvgc1A
6,ZqX6rvRAxlCG4Refniq_BA
9,Y2nuyOKrr8Kg9omMghnHWA
16,USO4upm0Ex4uL57nHTplEw
7,o9xelj7QXJryb7pWWmgd-Q
3,dikctAGjqkRpjHusLnGMQA
5,5iU--vkLMyELXkPMbZWdXg
6,PwvtgDYl8YaiGvCJJ1nvOA
23,pICBt9GH_4YwJldOioKOFQ
6,F2hgsXKWRR5rPib1EHGoXA
11,59kTtQDwjH-z01r1KixdKQ
11,NhdIZvpM11d720SskLvRpA
23,cAvK9H4BKPLSkdW9O3WQpA
28,fEUpGQlSGesquq7Xh-ZswQ
4,UQMTRyqq1c_l-fEHsLnPKQ
10,LYQRClvTvZuXqwVZuuOR7Q
11,6EOw7_gL30rQ0SQbX9m3lw
8,Np09awPGr7LFUve8QFtqZA
19,DHF08laBedIxIWf4sb1c1g
13,NmZOBAApIRfv5RqQzFBIdA
17,XmJtUUTpgmeYQs_69uZ89Q
34,whQtEKAAwtP7HAbsgYLn3w
10,NP8vRlJSVWYrFQqCoe-YFQ
8,UiJajPGYV0CMI_2rV0WSRA
27,RkSU74wqRh0GdMYObcxTxQ
18,rjJ2JE5UNPE5JQhPmo1vHw
3,HRW6X5wKb9lxTFhAA0BW_Q
19,czqHyYZuxqPtEEDGclPRHA
19,tbwZdMyjjLXgUt0l3b7kxA
23,e4j6aoy1eCjqiK7av1kkzw
11,AzYy17rSt1tNtyGhGumkHw
22,bElcA8EVG74VKKmAm2QLeg
13,UYGhLm3yZEI6LePTWwx74w
9,R_HIuFdsbqHBDvIR5fzAsQ
10,UO_4j9fGCLflN4wtusPkQQ
18,ex1ZcTMvn-awg90TpUWNYA
6,svx5Gw-FJ6ZU9hb58aXgLg
13,rG44yw59jbJxJ2oDcQ3yBg
16,-MFnc3jvLEduvqkOlaylHQ
7,gsNmLT5qQTkcoeeXTETO3Q
20,1GGDWcH7hrr9wo7SPtEl_A
14,PX17QrZWrtolkzY7zHUyrw
13,knPzRilWa5fUlqAjMo1hRQ
8,1qqGjQ2PhLSuDi3FwPSZdg
3,19Ul92eh3bhOOdP4eXEJVg
23,mqLIvIVWmV00VWo3L5pj3Q
16,heyprN6HwLYVWINXd2z3OQ
13,iMyHBU0QB7MvTbpeK8tybA
10,wL1JUkHy306MfRHptxZbvQ
6,U76V0ei_t4dr8WQ-4OOhHA
27,gbLPR7iykaZaHtE2spUxwA
11,k2VWmgtAOT1kMHUWrYhrAw
26,S5ZcvZ7_ZeXXeDxHcEPAlw
16,xzhQAA73KZ0wacCQ8hpOBw
15,t259KzpmEzYRJ1bx4RO9sA
16,shvwb7FSRbG8KQvIj4FIQQ
7,BQo4c13UVSsLGwOwOvBmew
16,Mdqr92qTEz87eqZ1P5f_NA
20,MInF3XOx1qu8YNPhlUO7Sg
11,Rd-6cfiVMVFMlwDxA4LWqQ
7,aUMWTSIpHjbFB5uHOHu7ig
15,4R8uKEIwTVzHGLa3Edub0Q
18,7mNPyQJYtIR26Y4KQa2g1Q
23,-F3sTUxyHpSwWeMiV0RaPQ
18,3qx7XDbxPBPXX53u9qdG_w
14,rEOgvyGzAZjysWcbDXupcg
8,-ZUEwUytc63ZWvgXJz7gHQ
9,LtdT6G0qnGvNnKMKZSi9Xg
7,jGs5D_QUwDp_dNzj6YKEbA
9,Gav4F_oz_Z7YpFm8tmqAAA
23,6VsKUNttbfmkWwz3S3SX_g
11,CQSKT9EZWlfU_uADiMRFpg
9,9NoaYpTbEG2qn34kq7W3ww
13,w8y1dQ06MckD8_fJvP5jag
20,3Piwg6swo1Xzxq9V1054jQ
17,Hv1BxPv9w9pUine-ILiYxw
11,fcY__Qwiq4crUJ3l9QMRLg
3,fAGWnXuG4ejNlyx3YmGTdg
15,_CblT1wpw8bbZISdOy9lkQ
10,Pv7gAD0aITESHP4EIiueEQ
13,W3VsNhHLMRj5ABMdMcpaUw
24,3TMW22UlfDK04CivHxGXOw
8,ql-xDV6UNEF1Wpf3NDXoxQ
13,dmyUJC3P9-rY16HLd26e6Q
28,b6_B8K71BsKC4cew9JFIJg
13,4sfZgMtbhKtvSgTCcK8tFQ
13,BDXKnMfbY1vraCXAKx0j7Q
6,ErOlkm9n0Ao8QPFotzHXiQ
7,EW-DCLsUbUF-uHA5sm9c8w
12,Kpec6-CEmPYXhba-UmyWDw
15,Hl_3pronSnoHl7Iyyy78Qw
25,nTvdMPju3cciuizDSlOLRA
11,RGFKaBRV_HO-ZJb_euKdhQ
15,sMU8K-iUc9VewvH91Ep9_A
12,kRZy3FEMZkGaHwNvRxd2hg
13,JqxuioXJG8OsQVPLrlGRQA
13,QTBUIAFtdUx-YMcWaI3GiQ
12,8tx1C_5ZBOBySrWNOsVb6w
27,LViwhZ9AvCimfHndTSYGfw
15,APDwoLz9Aq1Spr-qEb4KPw
8,Xta0mTpGJWC2yi6kiQm_vg
25,4QPJpaNl_iu8Hiycre7hQQ
24,0YB3QjUCaWlWUkc1Wtd-sg
10,J4WPiHHlzqrKH4amrFxefA
8,nckQIGiiUxztAQ2Boo6Tlw
16,7Z-PesxN_Ifb7rozrQqP-Q
6,oZmGpuygmViMCc27CerS7Q
9,8FGW1g153Q1tzvidVq6zPw
11,4MZBPKr4Kmw_5hiElostjw
7,5CJgNC7fMSmKlQVwhDsAKw
12,-R2_pheIa-K4DMzf67Zl-A
12,lxGB8R6yS8eF0wDKwbS1yQ
